ServiceID,PartName,ServiceType,MileageAtReplacement,WasBroken,Severity
512,"Engine Oil & Filter","Minor Service",10078,"No",2
513,"Spark Plugs","Major Service",52824,"No",2
514,"Drive/Serpentine Belt","Major Service",59233,"Yes",3
515,"Brake Pads & Discs","Minor Service",35636,"Yes",3
516,"Wiper Blades","Minor Service",17378,"No",2
517,"Engine Air Filter","Minor Service",18029,"No",2
518,"Wiper Blades","Minor Service",7632,"No",2
519,"Engine Air Filter","Minor Service",24539,"Yes",3
520,"Cabin Air Filter","Minor Service",20937,"No",2
521,"Engine Air Filter","Minor Service",16798,"No",1
522,"Thermostat","Diagnostic",104568,"Yes",4
523,"Thermostat","Diagnostic",89413,"Yes",5
524,"Shocks & Struts","Major Service",89762,"Yes",5
525,"Mass Airflow Sensor","Diagnostic",119706,"Yes",4
526,"Oxygen (O2) Sensor","Diagnostic",121801,"Yes",5
527,"Coolant Flush","Major Service",108999,"No",1
528,"Engine Oil & Filter","Minor Service",7299,"No",1
529,"Engine Air Filter","Minor Service",19816,"No",1
530,"Drive/Serpentine Belt","Major Service",64436,"Yes",4
531,"Wiper Blades","Minor Service",15483,"No",2
532,"Brake Pads & Discs","Minor Service",35601,"Yes",4
533,"Engine Oil & Filter","Minor Service",8928,"No",2
534,"Engine Oil & Filter","Minor Service",11043,"No",2
535,"Engine Air Filter","Minor Service",18054,"No",1
536,"Wiper Blades","Minor Service",17626,"No",1
537,"Engine Air Filter","Minor Service",15561,"No",1
538,"Engine Air Filter","Minor Service",21067,"Yes",4
539,"Coolant Flush","Major Service",116461,"No",1
540,"Engine Air Filter","Minor Service",22500,"Yes",5
541,"Engine Oil & Filter","Minor Service",11257,"Yes",4
542,"Shocks & Struts","Major Service",115933,"Yes",4
543,"Cabin Air Filter","Minor Service",12736,"No",2
544,"Brake Pads & Discs","Minor Service",27089,"No",2
545,"Engine Air Filter","Minor Service",16681,"No",1
546,"Spark Plugs","Major Service",59716,"Yes",5
547,"Engine Oil & Filter","Minor Service",9581,"No",1
548,"Wiper Blades","Minor Service",13482,"No",1
549,"Engine Oil & Filter","Minor Service",12895,"No",1
550,"Drive/Serpentine Belt","Major Service",73217,"Yes",3
551,"Coolant Flush","Major Service",113060,"No",2
552,"Shocks & Struts","Major Service",82650,"Yes",3
553,"Mass Airflow Sensor","Diagnostic",127025,"Yes",5
554,"Transmission Fluid","Major Service",82122,"No",2
555,"Brake Pads & Discs","Minor Service",26337,"Yes",4
556,"Cabin Air Filter","Minor Service",21040,"Yes",3
557,"Cabin Air Filter","Minor Service",21892,"No",2
558,"Engine Oil & Filter","Minor Service",6842,"No",2
559,"Spark Plugs","Major Service",58935,"Yes",3
560,"Shocks & Struts","Major Service",103802,"Yes",5
561,"Coolant Flush","Major Service",98950,"No",1
562,"Wiper Blades","Minor Service",17936,"No",2
563,"Engine Oil & Filter","Minor Service",12213,"No",1
564,"Wiper Blades","Minor Service",9679,"No",1
565,"Engine Oil & Filter","Minor Service",10390,"No",1
566,"Engine Oil & Filter","Minor Service",6073,"No",1
567,"Cabin Air Filter","Minor Service",22302,"No",2
568,"Engine Oil & Filter","Minor Service",13627,"Yes",4
569,"Wiper Blades","Minor Service",10233,"Yes",3
570,"Brake Pads & Discs","Minor Service",36549,"Yes",5
571,"Cabin Air Filter","Minor Service",21903,"No",2
572,"Engine Oil & Filter","Minor Service",10224,"No",1
573,"Wiper Blades","Minor Service",13892,"No",1
574,"Engine Air Filter","Minor Service",22159,"No",2
575,"Thermostat","Diagnostic",111065,"Yes",3
576,"Engine Oil & Filter","Minor Service",6093,"No",2
577,"Brake Pads & Discs","Minor Service",34611,"Yes",4
578,"Transmission Fluid","Major Service",85834,"Yes",3
579,"Spark Plugs","Major Service",73481,"Yes",3
580,"Alternator","Diagnostic",178567,"Yes",5
581,"Wiper Blades","Minor Service",11800,"No",1
582,"Cabin Air Filter","Minor Service",17240,"No",1
583,"Engine Oil & Filter","Minor Service",10375,"No",2
584,"Engine Oil & Filter","Minor Service",4759,"No",2
585,"Brake Pads & Discs","Minor Service",39554,"Yes",4
586,"Engine Air Filter","Minor Service",18417,"No",1
587,"Spark Plugs","Major Service",48139,"Yes",5
588,"Brake Pads & Discs","Minor Service",35617,"Yes",5
589,"Cabin Air Filter","Minor Service",23362,"Yes",4
590,"Brake Pads & Discs","Minor Service",34669,"Yes",5
591,"Wiper Blades","Minor Service",13561,"No",2
592,"Wiper Blades","Minor Service",16221,"No",2
593,"Engine Oil & Filter","Minor Service",7726,"No",1
594,"Wiper Blades","Minor Service",13799,"No",2
595,"Brake Pads & Discs","Minor Service",34227,"Yes",3
596,"Wiper Blades","Minor Service",13354,"No",2
597,"Engine Oil & Filter","Minor Service",8543,"No",1
598,"Wiper Blades","Minor Service",13175,"No",2
599,"Mass Airflow Sensor","Diagnostic",93795,"Yes",3
600,"Engine Oil & Filter","Minor Service",8538,"No",1
601,"Engine Air Filter","Minor Service",18226,"No",2
602,"Oxygen (O2) Sensor","Diagnostic",124989,"Yes",5
603,"Wiper Blades","Minor Service",11530,"No",2
604,"Engine Oil & Filter","Minor Service",11139,"No",2
605,"Cabin Air Filter","Minor Service",19378,"No",1
606,"Engine Oil & Filter","Minor Service",7089,"No",2
607,"Spark Plugs","Major Service",50054,"No",2
608,"Wiper Blades","Minor Service",18713,"No",1
609,"Thermostat","Diagnostic",108497,"Yes",5
610,"Engine Oil & Filter","Minor Service",11716,"No",2
611,"Cabin Air Filter","Minor Service",26299,"No",2
612,"Engine Air Filter","Minor Service",24022,"No",2
613,"Engine Oil & Filter","Minor Service",12151,"No",2
614,"Cabin Air Filter","Minor Service",21638,"Yes",3
615,"Coolant Flush","Major Service",123727,"No",2
616,"Wiper Blades","Minor Service",10140,"No",2
617,"Engine Air Filter","Minor Service",19686,"No",2
618,"Cabin Air Filter","Minor Service",19471,"No",1
619,"Spark Plugs","Major Service",48432,"No",1
620,"Cabin Air Filter","Minor Service",21128,"No",2
621,"Oxygen (O2) Sensor","Diagnostic",117386,"Yes",4
622,"Wiper Blades","Minor Service",21187,"Yes",5
623,"Cabin Air Filter","Minor Service",14549,"No",2
624,"Engine Oil & Filter","Minor Service",11582,"No",2
625,"Engine Oil & Filter","Minor Service",10240,"No",2
626,"Cabin Air Filter","Minor Service",17604,"No",2
627,"Engine Oil & Filter","Minor Service",9100,"No",2
628,"Drive/Serpentine Belt","Major Service",59981,"Yes",4
629,"Engine Oil & Filter","Minor Service",9170,"No",2
630,"Spark Plugs","Major Service",50998,"Yes",5
631,"Brake Pads & Discs","Minor Service",36609,"No",2
632,"Wiper Blades","Minor Service",11558,"Yes",5
633,"Engine Air Filter","Minor Service",18248,"Yes",3
634,"Engine Air Filter","Minor Service",20068,"No",1
635,"Engine Air Filter","Minor Service",16766,"No",2
636,"Wiper Blades","Minor Service",10556,"Yes",5
637,"Wiper Blades","Minor Service",19575,"No",1
638,"Wiper Blades","Minor Service",14382,"No",1
639,"Cabin Air Filter","Minor Service",16258,"No",1
640,"Wiper Blades","Minor Service",15214,"No",2
641,"Cabin Air Filter","Minor Service",18458,"No",1
642,"Engine Air Filter","Minor Service",22835,"No",1
643,"Engine Oil & Filter","Minor Service",8900,"No",2
644,"Cabin Air Filter","Minor Service",14852,"No",2
645,"Thermostat","Diagnostic",96425,"Yes",5
646,"Brake Pads & Discs","Minor Service",35869,"Yes",4
647,"Engine Oil & Filter","Minor Service",12241,"No",1
648,"Shocks & Struts","Major Service",92197,"Yes",3
649,"Thermostat","Diagnostic",119312,"Yes",3
650,"Cabin Air Filter","Minor Service",17031,"No",1
651,"Cabin Air Filter","Minor Service",18044,"No",2
652,"Engine Air Filter","Minor Service",22522,"No",1
653,"Engine Oil & Filter","Minor Service",8744,"No",2
654,"Engine Oil & Filter","Minor Service",9778,"No",1
655,"Cabin Air Filter","Minor Service",19607,"Yes",5
656,"Engine Oil & Filter","Minor Service",9449,"No",1
657,"Wiper Blades","Minor Service",13094,"No",1
658,"Thermostat","Diagnostic",92350,"No",2
659,"Wiper Blades","Minor Service",11324,"Yes",5
660,"Cabin Air Filter","Minor Service",22799,"Yes",5
661,"Cabin Air Filter","Minor Service",22385,"Yes",5
662,"Engine Oil & Filter","Minor Service",11137,"Yes",5
663,"Engine Air Filter","Minor Service",22669,"Yes",4
664,"Shocks & Struts","Major Service",77664,"Yes",4
665,"Engine Oil & Filter","Minor Service",7686,"No",1
666,"Engine Air Filter","Minor Service",22398,"No",2
667,"Cabin Air Filter","Minor Service",22423,"Yes",4
668,"Engine Oil & Filter","Minor Service",11674,"Yes",4
669,"Engine Oil & Filter","Minor Service",12894,"No",1
670,"Oxygen (O2) Sensor","Diagnostic",100299,"Yes",5
671,"Spark Plugs","Major Service",52500,"Yes",4
672,"Engine Oil & Filter","Minor Service",11672,"No",2
673,"Cabin Air Filter","Minor Service",19771,"No",2
674,"Engine Air Filter","Minor Service",18863,"Yes",5
675,"Cabin Air Filter","Minor Service",18656,"No",2
676,"Shocks & Struts","Major Service",101059,"Yes",5
677,"Wiper Blades","Minor Service",12739,"Yes",3
678,"Engine Air Filter","Minor Service",19228,"Yes",5
679,"Shocks & Struts","Major Service",89806,"Yes",5
680,"Brake Pads & Discs","Minor Service",41480,"Yes",5
681,"Wiper Blades","Minor Service",14513,"No",1
682,"Wiper Blades","Minor Service",12128,"No",1
683,"Thermostat","Diagnostic",94970,"Yes",4
684,"Wiper Blades","Minor Service",8317,"No",2
685,"Engine Oil & Filter","Minor Service",8816,"No",1
686,"Drive/Serpentine Belt","Major Service",64951,"Yes",5
687,"Engine Air Filter","Minor Service",24988,"No",2
688,"Engine Oil & Filter","Minor Service",8605,"No",1
689,"Engine Air Filter","Minor Service",21737,"No",2
690,"Engine Oil & Filter","Minor Service",10560,"No",1
691,"Engine Air Filter","Minor Service",16490,"No",2
692,"Engine Oil & Filter","Minor Service",8146,"No",1
693,"Drive/Serpentine Belt","Major Service",75282,"Yes",3
694,"Spark Plugs","Major Service",67854,"Yes",3
695,"Wiper Blades","Minor Service",19955,"No",2
696,"Brake Pads & Discs","Minor Service",33317,"No",2
697,"Brake Pads & Discs","Minor Service",36629,"No",1
698,"Brake Pads & Discs","Minor Service",31265,"No",1
699,"Mass Airflow Sensor","Diagnostic",94799,"No",2
700,"Brake Pads & Discs","Minor Service",37186,"Yes",5
701,"Transmission Fluid","Major Service",76005,"No",2
702,"Brake Pads & Discs","Minor Service",42698,"No",2
703,"Wiper Blades","Minor Service",12813,"No",2
704,"Coolant Flush","Major Service",85794,"No",2
705,"Thermostat","Diagnostic",80930,"Yes",5
706,"Engine Air Filter","Minor Service",22807,"No",2
707,"Drive/Serpentine Belt","Major Service",73852,"Yes",5
708,"Spark Plugs","Major Service",64035,"Yes",5
709,"Transmission Fluid","Major Service",68619,"No",2
710,"Brake Pads & Discs","Minor Service",28924,"No",2
711,"Spark Plugs","Major Service",59760,"No",1
712,"Engine Oil & Filter","Minor Service",8377,"No",2
713,"Drive/Serpentine Belt","Major Service",77251,"Yes",5
714,"Engine Oil & Filter","Minor Service",11912,"Yes",3
715,"Engine Air Filter","Minor Service",19872,"No",1
716,"Engine Oil & Filter","Minor Service",13108,"Yes",3
717,"Engine Air Filter","Minor Service",17453,"Yes",4
718,"Spark Plugs","Major Service",52372,"Yes",3
719,"Spark Plugs","Major Service",76363,"Yes",5
720,"Engine Oil & Filter","Minor Service",12329,"No",2
721,"Oxygen (O2) Sensor","Diagnostic",112524,"Yes",3
722,"Engine Air Filter","Minor Service",19387,"Yes",4
723,"Oxygen (O2) Sensor","Diagnostic",138103,"Yes",4
724,"Coolant Flush","Major Service",88109,"Yes",5
725,"Engine Air Filter","Minor Service",19906,"Yes",4
726,"Cabin Air Filter","Minor Service",22518,"No",2
727,"Engine Oil & Filter","Minor Service",14120,"Yes",4
728,"Engine Oil & Filter","Minor Service",13711,"Yes",4
729,"Oxygen (O2) Sensor","Diagnostic",125244,"Yes",4
730,"Engine Air Filter","Minor Service",20532,"Yes",5
731,"Transmission Fluid","Major Service",71537,"No",2
732,"Engine Oil & Filter","Minor Service",9736,"No",1
733,"Engine Oil & Filter","Minor Service",11311,"No",2
734,"Shocks & Struts","Major Service",73042,"No",1
735,"Coolant Flush","Major Service",79982,"No",1
736,"Cabin Air Filter","Minor Service",18360,"No",1
737,"Wiper Blades","Minor Service",15973,"No",1
738,"Wiper Blades","Minor Service",18212,"No",2
739,"Wiper Blades","Minor Service",11728,"No",2
740,"Spark Plugs","Major Service",62405,"No",2
741,"Brake Pads & Discs","Minor Service",34786,"No",2
742,"Brake Pads & Discs","Minor Service",36393,"Yes",3
743,"Engine Oil & Filter","Minor Service",7513,"No",1
744,"Transmission Fluid","Major Service",94658,"No",2
745,"Engine Oil & Filter","Minor Service",12098,"No",2
746,"Engine Oil & Filter","Minor Service",9930,"No",1
747,"Brake Pads & Discs","Minor Service",30121,"Yes",4
748,"Brake Pads & Discs","Minor Service",50176,"Yes",4
749,"Engine Air Filter","Minor Service",22130,"No",2
750,"Mass Airflow Sensor","Diagnostic",107347,"Yes",4
751,"Wiper Blades","Minor Service",10713,"No",1
752,"Wiper Blades","Minor Service",14032,"No",1
753,"Wiper Blades","Minor Service",11455,"No",2
754,"Brake Pads & Discs","Minor Service",42367,"Yes",3
755,"Cabin Air Filter","Minor Service",24093,"No",1
756,"Brake Pads & Discs","Minor Service",39553,"Yes",3
757,"Engine Air Filter","Minor Service",26791,"No",1
758,"Engine Oil & Filter","Minor Service",8326,"No",2
759,"Engine Oil & Filter","Minor Service",7596,"No",2
760,"Cabin Air Filter","Minor Service",17421,"No",1
761,"Wiper Blades","Minor Service",6326,"Yes",4
762,"Engine Air Filter","Minor Service",22028,"No",2
763,"Wiper Blades","Minor Service",18172,"Yes",3
764,"Cabin Air Filter","Minor Service",20719,"No",2
765,"Wiper Blades","Minor Service",10418,"No",2
766,"Engine Air Filter","Minor Service",17984,"No",1
767,"Wiper Blades","Minor Service",16689,"Yes",3
768,"Coolant Flush","Major Service",114484,"No",1
769,"Thermostat","Diagnostic",83155,"Yes",4
770,"Cabin Air Filter","Minor Service",21233,"No",2
771,"Alternator","Diagnostic",155438,"Yes",4
772,"Brake Pads & Discs","Minor Service",30993,"Yes",3
773,"Brake Pads & Discs","Minor Service",26622,"No",1
774,"Drive/Serpentine Belt","Major Service",79356,"Yes",3
775,"Spark Plugs","Major Service",63623,"Yes",5
776,"Engine Oil & Filter","Minor Service",11098,"No",2
777,"Engine Oil & Filter","Minor Service",9174,"No",2
778,"Drive/Serpentine Belt","Major Service",72023,"Yes",5
779,"Spark Plugs","Major Service",71293,"Yes",3
780,"Engine Air Filter","Minor Service",21847,"No",2
781,"Engine Oil & Filter","Minor Service",10313,"No",1
782,"Engine Air Filter","Minor Service",21445,"No",1
783,"Engine Oil & Filter","Minor Service",10466,"No",2
784,"Engine Oil & Filter","Minor Service",12087,"No",2
785,"Engine Air Filter","Minor Service",20662,"Yes",3
786,"Brake Pads & Discs","Minor Service",30919,"Yes",3
787,"Shocks & Struts","Major Service",100976,"No",2
788,"Fuel Pump","Diagnostic",119918,"Yes",3
789,"Spark Plugs","Major Service",73036,"No",1
790,"Engine Air Filter","Minor Service",23089,"No",1
791,"Engine Oil & Filter","Minor Service",10233,"No",1
792,"Oxygen (O2) Sensor","Diagnostic",102379,"Yes",3
793,"Engine Oil & Filter","Minor Service",11995,"No",1
794,"Brake Pads & Discs","Minor Service",28718,"No",2
795,"Wiper Blades","Minor Service",10190,"Yes",4
796,"Brake Pads & Discs","Minor Service",39068,"Yes",3
797,"Wiper Blades","Minor Service",18940,"No",1
798,"Brake Pads & Discs","Minor Service",35197,"Yes",3
799,"Drive/Serpentine Belt","Major Service",64979,"Yes",5
800,"Transmission Fluid","Major Service",81029,"No",2
801,"Engine Air Filter","Minor Service",23565,"No",1
802,"Engine Oil & Filter","Minor Service",11639,"No",1
803,"Brake Pads & Discs","Minor Service",34435,"No",1
804,"Transmission Fluid","Major Service",83833,"Yes",4
805,"Engine Oil & Filter","Minor Service",7607,"No",2
806,"Wiper Blades","Minor Service",23765,"Yes",3
807,"Engine Oil & Filter","Minor Service",10714,"No",1
808,"Wiper Blades","Minor Service",14213,"Yes",3
809,"Engine Air Filter","Minor Service",11148,"No",2
810,"Engine Oil & Filter","Minor Service",11802,"No",1
811,"Brake Pads & Discs","Minor Service",40235,"Yes",5
812,"Cabin Air Filter","Minor Service",18165,"Yes",3
813,"Engine Oil & Filter","Minor Service",8777,"No",1
814,"Cabin Air Filter","Minor Service",23812,"No",1
815,"Transmission Fluid","Major Service",62740,"No",1
816,"Alternator","Diagnostic",122370,"Yes",3
817,"Engine Oil & Filter","Minor Service",9320,"No",1
818,"Wiper Blades","Minor Service",22548,"Yes",4
819,"Thermostat","Diagnostic",104463,"Yes",3
820,"Thermostat","Diagnostic",109253,"Yes",4
821,"Engine Oil & Filter","Minor Service",10420,"No",1
822,"Engine Oil & Filter","Minor Service",13381,"No",1
823,"Engine Air Filter","Minor Service",18686,"Yes",5
824,"Spark Plugs","Major Service",58120,"Yes",5
825,"Coolant Flush","Major Service",107756,"No",1
826,"Wiper Blades","Minor Service",18378,"Yes",4
827,"Brake Pads & Discs","Minor Service",41095,"Yes",3
828,"Brake Pads & Discs","Minor Service",29031,"Yes",3
829,"Engine Air Filter","Minor Service",23351,"No",2
830,"Engine Oil & Filter","Minor Service",6191,"No",1
831,"Wiper Blades","Minor Service",14268,"No",2
832,"Oxygen (O2) Sensor","Diagnostic",100911,"Yes",5
833,"Spark Plugs","Major Service",57990,"No",1
834,"Transmission Fluid","Major Service",82636,"Yes",3
835,"Coolant Flush","Major Service",107055,"No",1
836,"Cabin Air Filter","Minor Service",26880,"No",2
837,"Transmission Fluid","Major Service",85538,"No",2
838,"Engine Air Filter","Minor Service",24202,"No",2
839,"Wiper Blades","Minor Service",20195,"No",1
840,"Cabin Air Filter","Minor Service",15881,"No",2
841,"Shocks & Struts","Major Service",91621,"Yes",5
842,"Cabin Air Filter","Minor Service",18435,"Yes",4
843,"Coolant Flush","Major Service",105134,"No",2
844,"Engine Air Filter","Minor Service",23117,"No",2
845,"Shocks & Struts","Major Service",91133,"Yes",5
846,"Drive/Serpentine Belt","Major Service",74453,"Yes",4
847,"Transmission Fluid","Major Service",82906,"Yes",5
848,"Cabin Air Filter","Minor Service",16127,"Yes",3
849,"Wiper Blades","Minor Service",20426,"No",1
850,"Engine Oil & Filter","Minor Service",10506,"No",1
851,"Thermostat","Diagnostic",84562,"Yes",5
852,"Engine Oil & Filter","Minor Service",11473,"No",2
853,"Brake Pads & Discs","Minor Service",32328,"No",2
854,"Engine Air Filter","Minor Service",23050,"Yes",3
855,"Engine Oil & Filter","Minor Service",9160,"No",1
856,"Engine Oil & Filter","Minor Service",9723,"No",1
857,"Engine Oil & Filter","Minor Service",9939,"No",1
858,"Engine Air Filter","Minor Service",16011,"No",2
859,"Wiper Blades","Minor Service",15726,"Yes",4
860,"Engine Air Filter","Minor Service",20821,"No",2
861,"Spark Plugs","Major Service",58089,"Yes",5
862,"Transmission Fluid","Major Service",84287,"Yes",4
863,"Wiper Blades","Minor Service",14249,"No",1
864,"Coolant Flush","Major Service",122214,"No",2
